 
Tag,Count
7折購物優惠,255
生日,1160
再8折優惠即,336
7折再8折,486
vip會員,234
購買任何產品,3314
不論金額,362
太古地產				01972）,237
上海2020年8月4日,2702
前海攻略,148
紐約美國商業資訊,1706
上海2020年8月5日,2781
15：48,3387
16：30,10073
當你回顧,375
北京2020年8月5日,3184
發布易8月6日,1872
線上直播活動記者,410
北京2020年8月7日,3013
上海2020年8月7日,2676
上海2020年8月8日,3674
2020年8月7日香港,4401 
北京2020年8月10日,3490
思摩爾,541
今年的redress,122 
 
 
 
香港2020,23436
「dear,130
香港中通社8月11日電,1310
可持續能源方面的,22395
上海2020年8月12日,2666
國泰航空00293hk,1320
message,752
班哥,394
倫敦2020年8月13日,917
港鐵00066,709
杭州2020年8月14日,373
植物肉公司impossible,143
武漢2020年8月14日,410 
南京2020年8月17日,259
2020年8月12日北京,2848
上海2020年8月17日,1953
紅色引領,340
走在前列,1914
中海油：持續壓降成本,175
香港2020年8月19日,2841
發布易8月19日,1309 
蔡陽光,149
日本快時尚品牌,419
發布易8月20日,1760
原標題：大幅降低,224
blanc,312
來自北歐的,475
近年關注環境、社會及管治,2266
無論home,497
在ivan,135 
近年fast,218
香港2020年8月24日,2825
angela,289
香港中通社8月24日電,834
新華社香港8月24日電,627
企業用戶透過,2539
倫敦2020年8月26日,873
exxon,263
香港中通社8月26日電,827
南京2020年8月26日,287
香港中通社北京8月26日電,312 
梁天卓,489
sydney,415
上海2020年8月27日,1530
北京2020年8月27日,1620
發布易8月27日,1147
pose,593
一人旅,358
原標題：高端化,594
revenue,2878
中國物流資產01589hk發佈,2176
收益上升,6336 
proposed,1277
香港中通社8月28日電,807
2020年8月28日,3301
據新華社報道,5091
香港2020年8月28日,2225
上海2020年8月31日,1939
中行：淨息差仍面臨收窄壓力,408
上海2020年9月1日,2875
信報財經新聞瑞銀,736
廣州2020年9月1日,1014
informa,39825
復星國際msci,504
香港2020年9月1日,4787
上海2020年8月28日,1300
口罩夾,145
本土設計,2161
發布易9月2日,1706 
■當地時間,197
世界旅遊組織報告稱,625
香港及澳門,8972
2020年的市場波動,2992
富通保險有限公司,469
蔡司,572
香港2020年9月4日,4164
開學了！,121
香港中通社9月5日電,1547
香港中通社9月6日電,1427
現在掌握未來,1437
香港2020年9月7日,3991
中評社北京9月8日電評論員,128
大公報記者,2288
內地機遇城市排名,566
kuala,172
香港2020年9月8日,4164
北京2020年9月8日,2883
香港中通社9月8日電,1488
中評社北京9月9日電記者,2074
門市限定,395
上海2020年9月9日,3502
prnewswire,3460
全國政協委員,3120 
倫敦2020年9月10日,1167
上海2020年9月10日,2812
周四9,2672
引言,171
新奧能源02688,210
正當今年的,1118
發布易9月11日,1583
香港中通社9月11日電,1327
恒隆集團				00010）,173 
早前提及,1321
香港2020年9月11日,3836
2020年9月11日,6497
余明姿,132
社會資本social,505
esg現在掌握未來,246
太古股份00019,456
太古股份				00019）,420
發布易9月14日,1333
新華社香港9月14日電,494 
會議現場,4199
christopher,553
發布易9月15日,1454
上海2020年9月16日,1964
26歲的,1545
零塑料,1025
questions,1058
倫敦2020年9月16日,900
成都2020年9月17日,248
「愛的家」支持,262
香港2020年9月17日,2713
上海2020年9月17日,1877
香港中通社澳門9月17日電,323
國家聯合資源00254hk,14360
香港文匯網記者,1215
上海2020年9月18日,1943
投資超過200多個品牌的,754
香港2020年9月19日,2557
香港2020年9月21日,2554
北京2020年9月21日,1966
print,650
balloon,600 
oversize,128
中證指數公司發佈滬深300,765
由total,240
新加坡2020,3733
新華社聯合國9月21日電,625
全球領先水技術提供商,1649
香港中通社北京9月22日電,317
首隻esg,3194
以基建帶動經濟,1905
上海2020年9月22日,1696
上海2020年9月23日,1738
深化佈局時尚產業,200 
新華社上海9月23日電記者,262
國家家主席習近平,3690
中評社北京9月24日電記者,426
太古集團				00019）,467
中評社北京9月25日電記者,502
廣州2020年9月25日,664
「社創精英,668
北京2020年9月27日,1594
全球疫情爆發加大經濟衰退風險,149
金管局總裁余偉文表示,1415 
eddie,222
北京2020年9月28日,1521
上海2020年9月28日,1182
上海2020年9月29日,1365
香港2020年9月29日,1924
深圳2020年9月29日,837
北京2020年9月29日,1624
schroder,194
中評社北京9月30日電記者,733
上海2020年9月30日,2386
廣州2020年9月30日,834
登登登,12005
日本全球服飾零售商,251
李思穎,186
coinbase,346
中評社北京10月4日電╱,1057
前稱挪威國家石油公司的,172
introduces,221 
新加坡2020年10月5日,1165
香港按揭證券公司公布,566
新世界發展有限公司宣布推出,1517
香港中通社10月7日電,1445
莫斯科2020年10月7日,610
美國手機品牌,2420
奧華酒店集團,388
香港2020年10月9日,4717
倫敦2020年10月9日,1167
粵加快推動,3716
燒烤味,233
14︰03,1260
上海2020年10月11日,2858
可持續餐飲發展組織,1511
新華社北京10月11日電,1360
香港中通社10月11日電,1529
上海2020年10月12日,3012 
大文新聞網記者,1361
esgenvironment,25249
香港2020年10月12日,5122
香港2020年10月13日,3215
alcohol,161
習近平講話全文,562
香港中通社10月14日電,1069
上海2020年10月15日,2626
全球武漢肺炎,754
香港新聞網10月15日電,1544
short,4036
haitong,647
廣州2020年10月15日,919 
北京2020年10月15日,2967
香港中通社10月18日電,1120
馬斯克elon,321
上海2020年10月19日,2089
their,14244
華盛頓2020年10月20日,743
北京2020年10月20日,3436
國泰00293,754
societe,141
body,1133
香港中通社10月21日電,1204 
場內場外,7667
mario,230
api,920
‘previously,155
北京2020年10月22日,2267
數碼版,2005
providing,4263
東北振興已過,243
香港2020年10月22日,2915
在第七個國家扶貧日,215
近十年,5228
上海2020年10月22日,1975
採用可再生能源,3407
上海2020年10月23日,1943
信和推可持續發展計劃,244
擁抱,3961
劉兆佳,299
北京2020年10月26日,1703
alo,2876
file,1266
香港2020年10月27日,2321 
滙控00005hk,193
股息,4992
發布易10月27日,1220
「環境、社會及企業管治」esg,8489
為擴大產品規格,344
上海2020年10月27日,1612
香港中通社10月27日電,802
kroll,201
enters,217
progress,3630
香港中通社10月28日電,857
鐘韻,186
香港2020年10月28日,2431
上海2020年10月28日,1426
預計每年產生10493,1757
announces,1438
broadcast,1268
攝影：,2822
彭博與,4304
香港2020年10月29日,2231
substantial,2032
證監會就要求基金經理,457
中電集團、amazon,189
上海2020年10月29日,1577
香港2020年10月30日,4697 
td,195
sarah,354
購入可持續發展,8009
am,8003
鞏固提升競爭優勢,3347
深圳2020年11月2日,1365
上海2020年11月2日,2586
新華社北京11月2日電,1122
hamilton,170
友邦01299公布,1533
analysis,3975
新加坡2020年11月2日,893
擁有於,38683
新華社北京11月3日電,1217
新加坡2020年11月3日,875
regulated,582
上海2020年11月3日,2707
內外美兼備,174
ascend,307
深圳2020年11月4日,1351
香港中通社北京11月4日電,565
delivers,905
supermarket,156 
上海2020年11月5日,2684
圖為香港維港,136
北京2020年11月5日,2970
紐約美國商業資訊穆迪公司,136
英國james,332
香港2020年11月5日,4248
圖：k11,132
中評社北京11月6日電記者,697
上海2020年11月6日,2533
主題視頻、,2839
趣味互動、,531
官員在首次會議裡同意在,300
essent,2155
上海2020年11月7日,2524
上海2020年11月8日,2622
8th,176
香港中華總商會會長,255
信圖分析,1451
為推動綠色及可持續銀行發展,7245
vivek,154 
上海2020年11月9日,2454
金管局高級助理總裁劉應彬,142
stc,152
香港2020年11月9日,3836
水果,1950
送貨,904
劉應彬,346
prudent,529
發布易11月9日,1583
香港中通社11月9日電記者,163
chief,5390
dublin,182
香港大學深圳研究院,861
金管夥國際金融公司,145
金融high,201
對香港來說,7909
core,3689
10th,237
guangzhou,336
奧升德宣佈,921
北京2020年11月10日,3127
弘揚上海精神,495
former,1333
talen,2110
香港2020年11月11日,6661
szt報價延遲最少十五分鐘。,2964
notable,485
吳華江,550
《全球視野》,2585 
致同發表《香港企業管治調查報告,132
同股不同權,2320
自年初發布至今,378
「stella,743
2020年秋季「,236
發布易11月12日,1712
香港2020年11月12日,4300
jcu報價延遲最少十五分鐘。,2964
q3,721
susan,242
plans,3688
tweet,155
calgary,128
answer,839
guidance,1351
hamburg,121
highlights,2063
editors,291
el,3691
der,1896
creates,758
registered,3036
related,7387
140,3443
luke,136
legal,3005
dissemination,206 
announced,6786
‘in,2296
increasing,5055
of,36472
1502,404
q32020,554
dollars,900
web,2270
hl,345
radian,264
provider,5198
comprehensive,2664
noel,193
steel,439
right,10731
capabilities,2538
relying,230
thirdquarter,1170
she,2272
specializing,206
services,11084
quantum,168
aero,246
minerals,401
but,10487
email,3689
盧斯,1587
個股策略,6544
綠色論壇保就業,379
美國聯儲局主席鮑威爾表示,1049 
香港2020年11月13日,2934
投資推廣署昨日,180
南京2020年11月13日,256
checks,120
東京2020年11月13日,359
北京2020年11月13日,2122
重慶2020年11月13日,451
roberto,128
majority,1394
asx,338
contents,1445
preferred,1778
appreciation,397
newswire,2576
peggy,169
drawing,315
inc,9190
fans,553
municipal,1533
drivers,843
ukbased,1524
ahead,2580
co,10573
boston,488
legislation,528
pursuant,1806
africa,1511
partnerships,1327
official,1533
national,3562 
tremendous,550
score,1267
nov,1627
ltd,6472
上海2020年11月14日,1968
obligation,2673
throughout,2277
before,3994
100,47631
breaking,464
fundamental,1487
bruce,225
kbra,198
million,6766
november,2619
anand,126
operator,2180
advanced,2168
merck,173
stockholm,170
analysts,1102
報道指,14287 
merely,137
jones,1849
within,5872
lo,4773
rather,1228
prime,1627
助內地拓綠色金融,284
太古地產				00019）,375
北京2020年11月16日,2122
香港2020年11月17日,2804
hit,1158
fort,1514
alan,636
form,4880
265,470
equipment,1377
managers,2870
advertisement,1218 
londonbusiness,1740
selection,1019
kyo,149
oto,206
access,5753
ne,5764
lta,219
os,392
ecom,292
meg,894
com,8686
gordon,317
addition,8208
evaluated,365
houston,244 
esgus,11656
ew,141
ach,5238
40,41062
empe,232
election,638
sci,2729
eros,200
ros,1084 
ast,148
douglas,296
roll,1335
montreal,147
or,14372
semiconductor,364
恒昇,6405
金融峰景,383
太古				00019）,585
發布易11月17日,1403
361,1157
ave,253
late,4910 
contributor,337
edge,1615
om,348
earning,1579
pain,537
elected,257
anta,589
ya,577
selected,1650
range,4161
ange,464
nt,194 
recognized,3445
aas,799
saas,1245
search,744
bre,208
battle,293
nov2020,1214
per,7633
ur,141
karta,178 
ta,5577
gi,4275
ukr,249
th,45940
dj,1665
nh,499
mg,949
ld,126
canadian,785
swedish,124
lf,668 
virginia,197
ree,183
propel,294
his,4004
reg,6637
coh,507
fortune,1223
ps,463 
steve,1686
fas,5688
ss,1206
李智穎,240
東京2020年11月17日,281
2020年11月18日,4663
中評社北京11月18日電╱,241
果欄,238
西瓜,278
深圳2020年11月18日,1011
奧升德推出,726
18日「2020,5744
18th,140
現在來自台灣,801
促進香港融入粵港澳大灣區,1793
incremental,416
colorado,138
vid,3450
cnn,534
llo,177 
frankfurt,1052
assistance,473
019,173
io,1823
ny,1100
rowe,122
article,3226
cambridge,295
owners,3707
mco,1335
ch,13857
rad,277 
imperial,125
resident,348
ds,792
ris,8061
medtech,604
ics,131
rica,268
portland,218
ec,4059
ty,3445
84,2488 
lan,3192
reuters,716
inde,7143
evidence,783
ecolab,137
dex,521
tel,3701
ess,874
alternative,3360 
coa,391
lar,4387
olab,177
non,5947
香港2020年11月16日,2711
中國日報香港11月18日電,939
上海2020年11月19日,1957
構建新發展格局,7429
紐約business,317
香港2020年11月19日,2685
「gateway,215
積極開拓海外市場,1998
立即登記,2268
北京2020年11月20日,2730
澳門2020年11月20日,1084
為進一步落實產業戰略轉型和變革,607
esg數據管理,6882
中國珠海2020年11月20日,209
上海2020年11月20日,2471
香港中通社澳門11月21日電,277
「環境、社會、企業管治」esg,8897
楊偉文,798
北京2020年11月23日,1842
「香港綠色建築週,708
上海2020年11月23日,1758 
香港2020年11月23日,2537
在剛剛結束的2020,762
高瞻遠矚,784
2020年11月23日,3861
11月27日至12月3日,4133
11月27日發售,1877
機械人改造工場,141
2020年11月24日,4119
香港2020年11月24日,2717
截至去年底,2650
東京2020年11月24日,291
越來越多香港企業將,3353
行政長官林鄭月娥宣布,537
driving,2395
jimmy,208
香港2020年11月25日,2745
世界自然基金會香港分會wwf）,382
上海2020年11月25日,2015
紐約2020年11月25日,1609
領展上市15周年,172
行政長官林鄭月娥於,2226
中評社北京11月26日電記者,445
東京2020年11月18日,337
基於集團的「loréal,4523
中國深圳2020年11月26日,610
melissa,164 
香港2020年11月26日,1961
動態設計,2135
nurturing,213
上海2020年11月26日,1370
請瀏覽,12211
王春新,1232
ryan,665
北京2020年11月27日,1563
禹洲集團01628,148
施耐德電氣將於2020,177
moderna,198
「綠色就業計畫」助就業,476
綠色就業資助項目,852
發展局局長黃偉綸表示,589
harry,178
presidentelect,688
一帶一路高質量發展,5243
香港2020年11月30日,3865
香港中通社澳門11月3日電,352
香港中通社澳門11月30日電,301
axa安盛「emma,343
sets,1047
新世界發展017,237 
1）泡泡瑪特,298
鄭州2020年12月1日,203
在接受《gr,179
北京2020年12月1日,3396
2020年12月1日,9574
長實集團01113,623
體路資訊,623
美團				03690）,1487
有報告顯示,13673
廣州2020年12月2日,954
上海2020年12月2日,2790
北京2020年12月2日,2912
香港2020年12月3日,5303
opinion,2256
新加坡2020年12月3日,1036
可持續及,179384
sage,146 
香港2020年12月4日,4702
香港和澳門2020年12月4日,1238
珠海2020年12月4日,197
5th,215
余十八,868
港交所設資訊平台,349
09：39,2603
10：26,8693
11：04,2854
12：25,10283
12：47,3717
14：50,7404
香港2020年12月7日,4319
16：25,7170
廣州2020年12月7日,819
摩通發表報告指iphone,261
原文the,1355
foot,2893
環保打印紙,205
迎新優惠,334
數碼未來,9628
珠海2020年12月8日,204
上海2020年12月8日,2666
廈門2020年12月8日,256
香港2020年12月8日,4398 
張文晶,341
1）京東健康,1034
匡智,314
人民幣升值,772
香港2020年12月9日,4151
廣州2020年12月9日,875
cnh,165
上海2020年12月9日,2506
66,5384
新加坡2020年12月9日,860
cameron,138
130,6006
張予涵,309
香港中通社深圳12月10日電,495
sk,5105
韓國首爾2020年12月10日,383
全球韓國博覽會開幕,154
provides,5971
jill,308
11th,141
徐意,1460
a股博弈,196
上海2020年12月11日,2602 
香港2020年12月11日,4300
dc,403
從maison,139
廣州2020年12月11日,851
修容產品,206
cubic,151
紫金礦業02899,170
北京2020年12月11日,2863
advises,144
comes,1880
香港中通社澳門12月13日電,308
announcement,3647
倫敦2020年12月14日,929
上海2020年12月14日,2002
中銀推綠色定存,181
徐涵,566
新加坡2020年12月15日,718
根據世界經濟論壇world,138
光大新鴻基對,233
主席施永青,143
香港2020年12月15日,3669
setting,1579 
提到,18321
al,1507
honest,287
圖片：green,558
德國時裝品牌,343
strategic,4263
factset,127
metric,410
stimulus,307
charlotte,283
食品科技food,332
bic,1363
上海2020年12月17日,2008
2020年12月17日,4695
afc,160
人口老化增醫院壓力,125
倫敦2020年12月17日,877
清科創業,633
銀公又稱,494
cim,143
金管證監推綠色金融,203
上市公司卓越大獎2020,474 
上海2020年12月18日,2067
政府宣布,17826
科技抗疫新趨勢,855
inliving,1432
incare,2942
hedge,700
things,1872
調查指出全球超過,2300
09：43,2301
新加坡2020年12月21日,602
12：40,12317
81,2591
535,431
51,7035
14：10,13680
滙豐宣布,2622
15：51,3161
16：20,11073
17：34,3439
值深圳特區建立,262
ticker,1017
mim,130
recognizes,508
20︰00,1419 
早於本年,6593
北京2020年12月22日,1994
esg是指環境e,276
2020年12月22日,4278
香港中通社12月22日電,842
identifies,276
根據彭博的統計本月10,401
香港2020年12月23日,2623
世界銀行估計,1884
路透北京12月23日,344
今次the,1584
1380,304
香港中通社12月23日電,827
相片來源,248
新世界發展				00017）,897
深圳2020年12月24日,881
立足新起點,554
上海2020年12月24日,1886
創作多元化,852
陳承冲,311
北京2020年12月25日,2113
大灣區發展迅速,1729 
港交所00388公布,2295
歐洲最大的科技論壇,1205
北京2020年12月28日,1595
香港2020年12月28日,2118
陳致洲,198
傑出上市公司大獎2020,317
時尚街區20個項目）,159
時尚會展活動10個項目）,414
時尚文化活動15個項目）,288
rigorous,485
扶持消費及汽車金融,300
pa,10237
上次提到,218
澳門2020年12月30日,1206
香港2020年12月30日,4213
證交所公布,3047
過往,7596 
中歐協議,1003
中歐投資協定談判完成,450
新華社北京12月30日電,1105
特步國際01368,282
香港2020年12月31日,3623
香港中通社12月31日電,1151
west,2328
photograph,370
中評社北京1月1日電評論員,389
高健,31592
發揮創新思維,3316
clark,341
中評社北京1月5日電評論員,159
奮勇前行,223
香港2021年1月5日,4634
appointment,804
發展調研平台,2375
上一篇：,2281
香港和倫敦2021年1月5日,419 
此收購將擴大,2434
路透北京1月6日,432
中評社北京1月7日電評論員,212
深圳2021年1月7日,1014
支持永續時尚,341
上海2021年1月7日,1687
污染防治戰,1754
上海2021年1月8日,1696
commits,227
香港中通社1月8日電,1865
香港2021年1月8日,4140
新世界發持續發展掛,1489
杭州2021年1月11日,354 
香港中通社1月11日電,1828
香港2021年1月11日,3847
mohammed,267
tsx,606
exceeds,181
香港2021年1月12日,4498
深圳2021年1月12日,1056
華電國際電力01071hk,2262
華電國際電力01071,182
consolidated,894
體東體西,1599
上海2021年1月13日,1144
2021年1月13日,3444
262,400
castle,141
artificial,991
coast,553 
環保保暖,310
​​​​,1727
領展00823公布,607
香港2021年1月14日,2445
杭州2021年1月14日,246
上海2021年1月14日,1192
accelerates,263
michelle,284
1月14日,12682
marsh,269
confidence,1219
earnings,1383
tcl電子於2021,211
od,336
香港2021年1月15日,3026
廣州2021年1月15日,543
jim,704
一場疫症讓我們在,222
電子產品優惠,2212
letters,202 
opec,942
2021年1月18日,3892
fdi,290
ame,5342
郭樹清,471
新力控股集團02103hk,124
直到2017,772
上海2021年1月19日,1077
香港2021年1月19日,2228
深圳2021年1月19日,609
transaction,3595
trillions,150
expands,433
普華永道表示即使,222
commitment,6757
comfort,797
中概股回流日增,129
mary,551
就吉利汽車00175hk,1528
2021年1月20日,5724
香港中通社1月20日電,1819 
mainstream,590
美國準財長,972
杏仁系列,327
網店限定,529
香港2021年1月21日,2243
realty,238
瑞聯銀行公佈,2586
中評社北京1月21日電記者,520
天津2021年1月22日,324
evli,233
香港2021年1月22日,2316
星級嘉賓,715
makes,1880
hurdles,121
李世鴻,139
fred,265
約翰遜與拜登通電話,203
企業符合esg標準,1679 
esgconscious,512
updated,833
999,796
99,5006
新華社北京1月25日電,998
圖片來源新華網,824
delivering,2164
記者劉俊海,192
34,8951
香港2021年1月26日,1553
fourthquarter,702
2：「連接性」,2036
neo,294
objective,2337
adam,579
債．息先機,177
signs,517
achieved,2035 
港府宣布,1235
政府成功發售25億美元綠色債券,311
香港中通社1月27日電,822
責任編輯：梁存希,468
香港2021年1月27日,1704
spending,969
campbell,196
larry,374
香港中通社1月27日電記者,129
generate,2711
長期增長組合,3708
rio,315
全新my,206
香港2021年1月28日,2062
meaningful,1407
明看天下,174 
香港中通社1月29日電,710
awarded,1076
廣州2021年1月30日,645
30th,201
雖然現時google,121
新加坡2021年2月1日,1085
香港2021年2月1日,5233
k11集團宣布k11,253
上海2021年2月1日,1938
recognising,198
transformative,288
「victoria,529
k11集團宣佈k11,253
圖片：the,2203
香港新聞網2月2日電,2129
reno,849 
q4,647
最新技術與產業風向標,121
莫斯科2021年2月3日,334
深圳2021年2月3日,1167
請看,1868
乾燥花,207
香港中通社北京2月3日電,712
annual,17951
宏觀分析,4778
gains,845
royal,903
080,124
760,455
840,253
772,258
香港2021年2月4日,4250
外交部發言人汪文斌中評社,206
experienced,1108
fourth,1318
香港中通社2月4日電,1847
上海2021年2月4日,1700
sams,1238
gibson,194
中銀新推手機理財,538 
liberty,202
subscription,685
香港2021年2月5日,4308
葡匯,296
急凍食品,218
地道點品,327
educate,425
香港media,5013
郭德心,250
近年歐美投資者對企業,851
香港中通社2月7日電,1404
1）快手,891
emily,303
香港2021年2月8日,3796
euroclear,227
中評社北京2月9日電評論員,190
customer,5992 
路透上海2月9日,276
fully,2825
根據中電2019,4290
中評社北京2月10日電評論員,135
紐約2021年2月10日,1464
理財攻略,365
170,4677
dozens,150
findings,705
講到,1171
program,7327
colin,160
全力抗疫,1194
highly,2484
met,1818
香港2021年2月11日,3433
releases,1844
note,4803
驅動未來發展,10703
upgrading,299 
mira,450
倫敦2021年2月16日,391
家族企業有可能未達,343
巴黎2021年2月16日,188
alexander,646
藍月亮,153
attendees,236
turning,582
發布易2月18日,1514
traceability,204
400,24011
alumni,226 
achieves,210
新加坡2021年2月19日,454
香港的,131190
發布易2月19日,1327
rankings,440
吉利汽車				00175）,1869
esg風險影響明確,1160
上海2021年2月22日,995
加拿大品牌,1825
accelerated,990
bita,191
proof,661
全球工程、採購及建造,189
李若凡,204
mp,1136
1b,303
analog,131
bmos,167
o2,670 
有機生態,4114
星座,266
月球,469
迷信,283
生物動力,3382
生物動力農業,710
上海2021年2月23日,1033
邁亞美2021年2月24日,140
131,975
expanded,1191
endeavour,256
perhaps,514
政府發表財政預算案,783
香港中通社2月24日電,973
發布易2月24日,1361
closes,239
reports,2390
newly,1153 
enhanced,1514
intro,2856
肌底精華,198
去角質,165
精華素,538
evs,186
在2021,37371
上海2021年2月25日,1166
mohamed,244
北京2021年2月25日,1074
aims,2229
unveils,155
tables,275
continued,3260
德國電動汽車製造商,1241
nd,668
q1,614
half,12980
陳祖恒,188 
玩具到貨,426
開倉,2939
玩具開倉,247
開倉優惠,657
香港管理專業協會管協,673
3月1日,32829
國家工業及信息化部表示,1474
澳門2021年3月1日,1011
預計總投資額逾11億港元,1263
ppa,184
canadabased,1616
白美蘭,852
「可持續」藏富,283
香港2021年3月2日,4948
未來資產旗下global,304
疫情開始有下降趨勢,751
urs,167
belo,2532
income,3099
中評社北京3月3日電評論員,315
上海2021年3月3日,2718
香港2021年3月3日,7842
116,1266
東京2021年3月3日,502
sign,2749 
msciuk,135
李聖根,256
平安02318hk,3854
如果說le,130
安博哲,185
兩會動向,910
香港鏡報記者,162
協助國家扶貧工作,277
美元上漲債券下跌,1566
salesforce,357
因動而美,4254
上海2021年3月9日,1497
信和集團旗下物業管理服務品牌,175
中國電信00728,612
由informa,830 
新冠肺炎疫情爆發期間,493
中國電信00728公布,496
ua,124
approach,4762
integrated,3023
香港2021年3月9日,3737
海通國際msci,559
delivered,1464
華為傳出與廣汽02238,507
香港2021年3月10日,4744
上海2021年3月10日,2040
圖片：hong,674
中國人民銀行將「可持續性」加入,981
十年前的日本,142
fy,184
上海2021年3月11日,1555
vessels,145
沈建光,292
founding,657
香港2021年3月12日,4231
30週年,4348 
ans,264
發布易3月12日,1932
紐約2021年3月12日,1380
kinder,151
大力推動政府,8349
上海2021年3月15日,1351
香港2021年3月15日,3017
長和				00001）,386
nickel,157
momentum,1235
圖片：as,799
王耀維,511
brings,1326
period,3261
ease,469
上海2021年3月16日,1212
林遠棟,153 
swift,872
香港2021年3月17日,2328
solid,1524
plug,505
parks,328
pay,4122
騰訊於「恒生,1859
北京2021年3月18日,1186
廣州2021年3月17日,394
prince,352
hundreds,503
北京2021年3月19日,1049
上海2021年3月19日,1077
助力綠色金融發展,5254
jin,206
路透北京3月19日,394
招商銀行03968cmb,2779
silicon,462 
港匯轉弱,708
南向通,1936
esg需求增,6387
日本服飾品牌,804
莫斯科2021年3月22日,276
forward,5637
北京2021年3月23日,955
眾所周知韓國,128
23,23238
including,10929
nationwide,327
香港2021年3月23日,2057
renowned,666
cf,2433
westwood,237
派發末期股息每股325港仙,682
establishment,696
separation,188
友邦,2579
深圳2021年3月24日,607
87,3076 
北京2021年3月24日,1083
cooper,1231
alltime,6364
graham,241
香港2021年3月25日,2516
bcg,159
中國與國際品牌,13013
瑞典服裝品牌,319
來自英國的,6963
expects,1620
內媒指金主為美國,647
既有建築組別,121
rogers,177
資料圖片,9047
useful,651 
針對中國國家主席習近平提出的,1409
上海2021年3月26日,760
銀行公會表示,960
香港2021年3月26日,1465
龍光公佈2020年業績,384
工商銀行01398icbc,3382
深圳2021年3月26日,460
215,922
收生規模及業務網路持續擴大,174
收生規模及業務網絡持續擴大,656
pavilion,179
有看過,12805
中新社記者,1364
聯合國3月25日電,2339
「碳中和」,23212
focused,4048
香港2021年3月29日,1608
上海2021年3月29日,778
北京2021年3月29日,797
salt,235
biological,168
allen,310 
gone,416
proactive,1021
虛擬活動將突出,244
香港2021年3月30日,3773
深圳2021年3月30日,1050
全國人大常委會今天30,265
上海2021年3月30日,1649
2021年3月30日,5773
萬科企業02202,522
中遠海發02866,193
amendment,1168
5year,3942
vanessa,146
上海2021年3月31日,1099
巴黎2021年3月31日,175
香港2021年3月31日,2908 
全年投放超千億,275
廣州2021年4月1日,689
美國總統拜登joe,152
聚焦高質量發展,5174
徐斌,365
數字,29597
新華社北京4月2日電,1268
發布易4月2日,2009
fifth,717
yuzhou,423
2021年3月31日香港訊,1190
jo,8192
全國環保綠色工種,393
央行數字,2014
新華社北京4月4日電,2209
蘭精宣佈推出tenceltm,124
日立,131 
來港設家族辦公室,195
力高集團擬發行,1255
香港2021年4月7日,3491
美國氫科技公司,708
倫敦2021年4月8日,530
1921,206
本地網上綠色平台,868
發布易4月8日,1889
中評社北京4月9日電評論員,142
是次,34420
上海2021年4月9日,1387
4月9日,19062
香港2021年4月10日,4076
由意大利的,4837
中國發展綠色轉型,11605
李文杰,1095
2021年4月12日,5519
南方,2895
香港2021年4月12日,3689 
新加坡2021年4月12日,715
北京2021年4月13日,1007
上海2021年4月13日,1115
新加坡2021年4月13日,438
香港2021年3月13日,2216
銀行發力綠色金融、數字,1109
近年clean,198
聯想集團00992董事長兼,236
香港中通社4月14日電,965
中國上海2021年4月14日,1046
94,3197
furthering,130
接種新冠疫苗,2188
巴黎2021年4月13日,164
lotus,153
上海2021年4月15日,1323
香港中通社澳門4月15日電,313
倫敦2021年4月15日,489
當我邀請,1555
於k11,1344
until,1706
中升控股				00881）,222
、8,52474 
rest,2050
雷蛇,252
香港中通社4月16日電,926
港交所發諮詢文件,292
路透香港4月18日,408
上海2021年4月19日,1026
由新創造,16167
「邁向碳中和,3497
地皮招標,289
香港置地已簽訂685億,489
2021年4月19日香港,1968
陳林龍,1291
北京2021年4月19日,1020
香港2021年4月20日,3175
巴黎2021年4月20日,315
上海2021年4月20日,1423
陳小華,2114
美國生物科技公司,3626
中國寧波,1207 
北京2021年4月21日,1089
每年的今日4,2072
香港2021年4月21日,1979
分論壇現場中評社,375
澳門特別行政區,2613
深圳2021年4月22日,602
2021年4月22日,3013
周小川,514
泰國曼谷及香港,416
香港2021年4月22日,2075
上海2021年4月22日,995
星巴克聯乘,181
北京2021年4月22日,1016
4月22日世界地球日earth,134
新華社北京4月22日電,990
劉家怡,673
4月15日下午第12,1046
ashley,395
benjamin,299 
太安樓,520
中環cafe,180
厲害了兩所,327
青域,334
香港中通社北京4月24日電,421
郭超凱,209
北京2021年4月25日,1059
澳門居民,2055
澳門身份證,149
網絡平台侵權,280
北京2021年4月26日,701
工行01398表示,858
香港2021年4月26日,1419
成都2021年4月26日,122
無化學成分,514
工行獲准,184
香港2021年4月27日,1565
助推綠色金融發展,1664
中銀香港副董事長兼總裁孫煜表示,218
虛擬保險商,647
毛價保,765
中國杭州2021年4月27日,201
親子同樂日,463 
ana,4512
中國香港特別行政區,5312
廣州2021年4月27日,309
德國慕尼黑,289
新加坡2021年4月27日,327
綠色金融加速,4018
上海2021年4月28日,757
深圳2021年4月28日,526
聚焦綠色金融,4352
paypal,435
希b,387
歐盟於,8638
il,373
85,11842
佳兆業集團01638,131
esr01821首次參與,11333
北京2021年4月29日,766
澳門2021年4月29日,371
以藝術、文化和歷史為核心價值,760
香港設計師,8483 
華寶,6264
香港2021年,20935
中國寧波2021年4月30日,129
copper,365
中評社北京5月2日電評論員,125
香港中通社5月2日電,1731
千億規模國家綠色,1071
